Periodo,Comunidad autónoma,AÑO,Trimestre,Inactivos,Ocupados,Parados,Total Actividad
2020T4,19 Melilla,2020,T4,21700.0,31000.0,10100.0,62800.0
2021T1,01 Andalucía,2021,T1,3104800.0,3047100.0,897300.0,7049200.0
2021T1,02 Aragón,2021,T1,474200.0,568400.0,80200.0,1122800.0
2021T1,"03 Asturias, Principado de",2021,T1,440200.0,386300.0,61500.0,888000.0
2021T1,"04 Balears, Illes",2021,T1,396200.0,487400.0,109900.0,993500.0
2021T1,05 Canarias,2021,T1,832300.0,773800.0,265900.0,1872000.0
2021T1,06 Cantabria,2021,T1,230600.0,238300.0,31200.0,500100.0
2021T1,07 Castilla y León,2021,T1,969500.0,951200.0,144100.0,2064800.0
2021T1,08 Castilla - La Mancha,2021,T1,731400.0,813000.0,172600.0,1717000.0
2021T1,09 Cataluña,2021,T1,2519700.0,3415300.0,514500.0,6449500.0
2021T1,10 Comunitat Valenciana,2021,T1,1859400.0,2008300.0,400300.0,4268000.0
2021T1,11 Extremadura,2021,T1,422300.0,370000.0,112600.0,904900.0
2021T1,12 Galicia,2021,T1,1128300.0,1060600.0,156100.0,2345000.0
2021T1,"13 Madrid, Comunidad de",2021,T1,2065600.0,3119200.0,434900.0,5619700.0
2021T1,"14 Murcia, Región de",2021,T1,504800.0,610800.0,124000.0,1239600.0
2021T1,"15 Navarra, Comunidad Foral de",2021,T1,233400.0,279400.0,36300.0,549100.0
2021T1,16 País Vasco,2021,T1,836500.0,917900.0,120900.0,1875300.0
2021T1,"17 Rioja, La",2021,T1,111400.0,139000.0,19000.0,269400.0
2021T1,18 Ceuta,2021,T1,30100.0,23800.0,10900.0,64800.0
2021T1,19 Melilla,2021,T1,24100.0,29800.0,11000.0,64900.0
2021T2,01 Andalucía,2021,T2,3037200.0,3153400.0,877600.0,7068200.0
2021T2,02 Aragón,2021,T2,469400.0,583200.0,71100.0,1123700.0
2021T2,"03 Asturias, Principado de",2021,T2,436000.0,389200.0,60300.0,885500.0
2021T2,"04 Balears, Illes",2021,T2,350600.0,546400.0,94500.0,991500.0
2021T2,05 Canarias,2021,T2,809700.0,800600.0,263600.0,1873900.0
2021T2,06 Cantabria,2021,T2,224100.0,242300.0,33500.0,499900.0
2021T2,07 Castilla y León,2021,T2,960000.0,963500.0,143100.0,2066600.0
2021T2,08 Castilla - La Mancha,2021,T2,708700.0,838400.0,167700.0,1714800.0
2021T2,09 Cataluña,2021,T2,2512500.0,3454300.0,490600.0,6457400.0
2021T2,10 Comunitat Valenciana,2021,T2,1793200.0,2063000.0,420700.0,4276900.0
2021T2,11 Extremadura,2021,T2,409200.0,398600.0,97200.0,905000.0
2021T2,12 Galicia,2021,T2,1112700.0,1079600.0,150900.0,2343200.0
2021T2,"13 Madrid, Comunidad de",2021,T2,2049699.9999999998,3135400.0,435800.0,5620900.0
2021T2,"14 Murcia, Región de",2021,T2,493300.0,644900.0,101700.0,1239900.0
2021T2,"15 Navarra, Comunidad Foral de",2021,T2,230400.0,285800.0,33000.0,549200.0
2021T2,16 País Vasco,2021,T2,828600.0,937000.0,106600.0,1872200.0
2021T2,"17 Rioja, La",2021,T2,105800.0,144800.0,18800.0,269400.0
2021T2,18 Ceuta,2021,T2,29000.0,24900.0,10000.0,63900.0
2021T2,19 Melilla,2021,T2,24900.0,30700.0,9600.0,65200.0
2021T3,01 Andalucía,2021,T3,3020600.0,3148700.0,919800.0,7089100.0
2021T3,02 Aragón,2021,T3,462700.0,602600.0,59200.0,1124500.0
2021T3,"03 Asturias, Principado de",2021,T3,435700.0,394200.0,54200.0,884100.0
2021T3,"04 Balears, Illes",2021,T3,329500.0,597600.0,66600.0,993700.0
2021T3,05 Canarias,2021,T3,759100.0,843300.0,273500.0,1875900.0
2021T3,06 Cantabria,2021,T3,215400.0,256100.00000000003,27600.0,499100.0
2021T3,07 Castilla y León,2021,T3,952300.0,999900.0,110200.0,2062400.0
2021T3,08 Castilla - La Mancha,2021,T3,695800.0,867700.0,155500.0,1719000.0
2021T3,09 Cataluña,2021,T3,2486300.0,3535000.0,439000.0,6460300.0
2021T3,10 Comunitat Valenciana,2021,T3,1785100.0,2100500.0,406400.0,4292000.0
2021T3,11 Extremadura,2021,T3,395900.0,413600.0,93900.0,903400.0
2021T3,12 Galicia,2021,T3,1102800.0,1115000.0,126000.0,2343800.0
2021T3,"13 Madrid, Comunidad de",2021,T3,2052400.0,3139800.0,433500.0,5625700.0
2021T3,"14 Murcia, Región de",2021,T3,480300.0,648500.0,116200.0,1245000.0
2021T3,"15 Navarra, Comunidad Foral de",2021,T3,227400.0,287100.0,35600.0,550100.0
2021T3,16 País Vasco,2021,T3,809800.0,957300.0,109100.0,1876200.0
2021T3,"17 Rioja, La",2021,T3,106200.0,142600.0,20100.0,268900.0
2021T3,18 Ceuta,2021,T3,28400.0,24500.0,11500.0,64400.0
2021T3,19 Melilla,2021,T3,26600.0,29200.0,9400.0,65200.0
2021T4,01 Andalucía,2021,T4,3012200.0,3260800.0,830900.0,7103900.0
2021T4,02 Aragón,2021,T4,465500.0,600300.0,60700.0,1126500.0
2021T4,"03 Asturias, Principado de",2021,T4,445200.0,396200.0,44500.0,885900.0
2021T4,"04 Balears, Illes",2021,T4,385500.0,520600.0,88800.0,994900.0
2021T4,05 Canarias,2021,T4,760900.0,904000.0,215200.0,1880100.0
2021T4,06 Cantabria,2021,T4,225400.0,243200.0,31800.0,500400.0
2021T4,07 Castilla y León,2021,T4,958600.0,989300.0,115500.0,2063400.0
2021T4,08 Castilla - La Mancha,2021,T4,716300.0,872400.0,134100.0,1722800.0
2021T4,09 Cataluña,2021,T4,2511100.0,3555700.0,404200.0,6471000.0
2021T4,10 Comunitat Valenciana,2021,T4,1796700.0,2135200.0,364100.0,4296000.0
2021T4,11 Extremadura,2021,T4,410700.0,397500.0,95300.0,903500.0
2021T4,12 Galicia,2021,T4,1118100.0,1093100.0,134300.0,2345500.0
2021T4,"13 Madrid, Comunidad de",2021,T4,2084800.0000000002,3191500.0,361600.0,5637900.0
2021T4,"14 Murcia, Región de",2021,T4,503100.0,650800.0,98900.0,1252800.0
2021T4,"15 Navarra, Comunidad Foral de",2021,T4,229600.0,291100.0,32200.000000000004,552900.0
2021T4,16 País Vasco,2021,T4,807300.0,975100.0,97700.0,1880100.0
2021T4,"17 Rioja, La",2021,T4,108700.0,143600.0,16900.0,269200.0
2021T4,18 Ceuta,2021,T4,26900.0,24200.0,13400.0,64500.0
2021T4,19 Melilla,2021,T4,26300.0,30100.0,8400.0,64800.0
2022T1,01 Andalucía,2022,T1,3101600.0,3229600.0,784800.0,7116000.0
2022T1,02 Aragón,2022,T1,462200.0,595200.0,67900.0,1125300.0
2022T1,"03 Asturias, Principado de",2022,T1,446600.0,389100.0,51500.0,887200.0
2022T1,"04 Balears, Illes",2022,T1,367900.0,516900.0,110400.0,995200.0
2022T1,05 Canarias,2022,T1,768300.0,892700.0,226900.0,1887900.0
2022T1,06 Cantabria,2022,T1,229400.0,243600.0,29600.0,502600.0
2022T1,07 Castilla y León,2022,T1,951100.0,986900.0,124900.0,2062900.0
2022T1,08 Castilla - La Mancha,2022,T1,720500.0,861400.0,145200.0,1727100.0
2022T1,09 Cataluña,2022,T1,2559600.0,3521800.0,414600.0,6496000.0
2022T1,10 Comunitat Valenciana,2022,T1,1803000.0,2182700.0,325700.0,4311400.0
2022T1,11 Extremadura,2022,T1,413700.0,396400.0,94000.0,904100.0
2022T1,12 Galicia,2022,T1,1111000.0,1092300.0,141200.0,2344500.0
2022T1,"13 Madrid, Comunidad de",2022,T1,2061100.0,3186100.0,423100.0,5670300.0
2022T1,"14 Murcia, Región de",2022,T1,510400.0,643300.0,101600.0,1255300.0
2022T1,"15 Navarra, Comunidad Foral de",2022,T1,228700.0,290200.0,35300.0,554200.0
2022T1,16 País Vasco,2022,T1,811700.0,970600.0,96900.0,1879200.0
2022T1,"17 Rioja, La",2022,T1,108100.0,142700.0,18200.0,269000.0
2022T1,18 Ceuta,2022,T1,25200.0,26500.0,13400.0,65100.0
2022T1,19 Melilla,2022,T1,25600.0,28800.0,9400.0,63800.0
2022T2,01 Andalucía,2022,T2,3084300.0,3294500.0,760900.0,7139700.0
2022T2,02 Aragón,2022,T2,462800.0,605000.0,61900.0,1129700.0
2022T2,"03 Asturias, Principado de",2022,T2,455200.0,381800.0,50100.0,887100.0
2022T2,"04 Balears, Illes",2022,T2,345800.0,596300.0,59100.0,1001200.0
2022T2,05 Canarias,2022,T2,770000.0,922500.0,201500.0,1894000.0
2022T2,06 Cantabria,2022,T2,227800.0,253100.0,23000.0,503900.0
2022T2,07 Castilla y León,2022,T2,937200.0,1008700.0,118500.0,2064400.0
2022T2,08 Castilla - La Mancha,2022,T2,713500.0,875000.0,147800.0,1736300.0
2022T2,09 Cataluña,2022,T2,2541600.0,3606500.0,380000.0,6528100.0
2022T2,10 Comunitat Valenciana,2022,T2,1813300.0,2199600.0,326700.0,4339600.0
2022T2,11 Extremadura,2022,T2,407300.0,413700.0,83600.0,904600.0
2022T2,12 Galicia,2022,T2,1104700.0,1104100.0,138600.0,2347400.0
2022T2,"13 Madrid, Comunidad de",2022,T2,2083400.0,3236900.0,387800.0,5708100.0
2022T2,"14 Murcia, Región de",2022,T2,507200.0,659400.0,94400.0,1261000.0
2022T2,"15 Navarra, Comunidad Foral de",2022,T2,230100.0,296600.0,29700.0,556400.0
2022T2,16 País Vasco,2022,T2,832300.0,951700.0,93800.0,1877800.0
2022T2,"17 Rioja, La",2022,T2,108300.0,144800.0,16800.0,269900.0
2022T2,18 Ceuta,2022,T2,26200.0,28700.0,9600.0,64500.0
2022T2,19 Melilla,2022,T2,24300.0,28200.0,10900.0,63400.0
2022T3,01 Andalucía,2022,T3,3083000.0,3298600.0,778900.0,7160500.0
2022T3,02 Aragón,2022,T3,468600.0,599000.0,62100.0,1129700.0
2022T3,"03 Asturias, Principado de",2022,T3,447600.0,385100.0,55500.0,888200.0
2022T3,"04 Balears, Illes",2022,T3,337000.0,636400.0,37800.0,1011200.0
2022T3,05 Canarias,2022,T3,782800.0,925300.0,196200.0,1904300.0
2022T3,06 Cantabria,2022,T3,224200.0,255500.0,24100.0,503800.0
2022T3,07 Castilla y León,2022,T3,937200.0,1025500.0,102500.0,2065200.0
2022T3,08 Castilla - La Mancha,2022,T3,719000.0,872200.0,152400.0,1743600.0
2022T3,09 Cataluña,2022,T3,2538100.0,3650300.0,383600.0,6572000.0
2022T3,10 Comunitat Valenciana,2022,T3,1788800.0,2227600.0,348800.0,4365200.0
2022T3,11 Extremadura,2022,T3,403200.0,420400.0,78700.0,902300.0
2022T3,12 Galicia,2022,T3,1102000.0,1113000.0,136200.0,2351200.0
2022T3,"13 Madrid, Comunidad de",2022,T3,2133500.0,3215900.0,402100.0,5751500.0
2022T3,"14 Murcia, Región de",2022,T3,512299.99999999994,639500.0,114200.0,1266000.0
2022T3,"15 Navarra, Comunidad Foral de",2022,T3,233000.0,297700.0,28800.0,559500.0
2022T3,16 País Vasco,2022,T3,811400.0,979300.0,91000.0,1881700.0
2022T3,"17 Rioja, La",2022,T3,111200.0,147600.0,12700.0,271500.0
2022T3,18 Ceuta,2022,T3,24500.0,29300.0,10600.0,64400.0
2022T3,19 Melilla,2022,T3,27600.0,27000.0,9600.0,64200.0
2022T4,01 Andalucía,2022,T4,3136300.0,3280300.0,772000.0,7188600.0
2022T4,02 Aragón,2022,T4,472800.0,600200.0,63600.0,1136600.0
2022T4,"03 Asturias, Principado de",2022,T4,446600.0,379300.0,62700.0,888600.0
2022T4,"04 Balears, Illes",2022,T4,399100.0,554300.0,66400.0,1019800.0
2022T4,05 Canarias,2022,T4,780700.0,960300.0,167700.0,1908700.0
2022T4,06 Cantabria,2022,T4,231400.0,244400.0,28800.0,504600.0
2022T4,07 Castilla y León,2022,T4,950900.0,1019100.0,99600.0,2069600.0
2022T4,08 Castilla - La Mancha,2022,T4,718100.0,877600.0,152600.0,1748300.0
2022T4,09 Cataluña,2022,T4,2594800.0,3595500.0,413800.0,6604100.0
2022T4,10 Comunitat Valenciana,2022,T4,1785100.0,2254500.0,358000.0,4397600.0
2022T4,11 Extremadura,2022,T4,406500.0,407600.0,86700.0,900800.0
2022T4,12 Galicia,2022,T4,1116800.0,1104800.0,131600.0,2353200.0
2022T4,"13 Madrid, Comunidad de",2022,T4,2129100.0,3235100.0,413400.0,5777600.0
2022T4,"14 Murcia, Región de",2022,T4,515299.99999999994,660500.0,98800.0,1274600.0
2022T4,"15 Navarra, Comunidad Foral de",2022,T4,228900.0,297700.0,33700.0,560300.0
2022T4,16 País Vasco,2022,T4,819600.0,967500.0,95300.0,1882400.0
2022T4,"17 Rioja, La",2022,T4,110600.0,148000.0,13800.0,272400.0
2022T4,18 Ceuta,2022,T4,23500.0,26900.0,14600.0,65000.0
2022T4,19 Melilla,2022,T4,30700.0,27100.0,8500.0,66300.0
2023T1,01 Andalucía,2023,T1,3103600.0,3346400.0,753600.0,7203600.0
2023T1,02 Aragón,2023,T1,473100.0,604500.0,62300.0,1139900.0
2023T1,"03 Asturias, Principado de",2023,T1,451800.0,380400.0,57300.0,889500.0
2023T1,"04 Balears, Illes",2023,T1,390300.0,519299.99999999994,112300.0,1021900.0
2023T1,05 Canarias,2023,T1,765800.0,949400.0,202100.0,1917300.0
2023T1,06 Cantabria,2023,T1,232300.0,246700.0,25800.0,504800.0
2023T1,07 Castilla y León,2023,T1,959700.0,997800.0,115100.0,2072600.0
2023T1,08 Castilla - La Mancha,2023,T1,724200.0,870300.0,158800.0,1753300.0
2023T1,09 Cataluña,2023,T1,2627300.0,3591600.0,428500.0,6647400.0
2023T1,10 Comunitat Valenciana,2023,T1,1814200.0,2244700.0,367800.0,4426700.0
2023T1,11 Extremadura,2023,T1,399600.0,404200.0,97600.0,901400.0
2023T1,12 Galicia,2023,T1,1115300.0,1103300.0,135000.0,2353600.0
2023T1,"13 Madrid, Comunidad de",2023,T1,2129500.0,3269700.0,397100.0,5796300.0
2023T1,"14 Murcia, Región de",2023,T1,519799.99999999994,653700.0,103300.0,1276800.0
2023T1,"15 Navarra, Comunidad Foral de",2023,T1,233400.0,288500.0,40200.0,562100.0
2023T1,16 País Vasco,2023,T1,834600.0,964600.0,91100.0,1890300.0
2023T1,"17 Rioja, La",2023,T1,111800.0,145400.0,16600.0,273800.0
2023T1,18 Ceuta,2023,T1,25100.0,28200.0,11200.0,64500.0
2023T1,19 Melilla,2023,T1,29400.0,25400.0,10700.0,65500.0
2023T2,01 Andalucía,2023,T2,3065700.0,3396200.0,755400.0,7217300.0
2023T2,02 Aragón,2023,T2,470300.0,610100.0,58800.0,1139200.0
2023T2,"03 Asturias, Principado de",2023,T2,446300.0,398100.0,46100.0,890500.0
2023T2,"04 Balears, Illes",2023,T2,365300.0,619500.0,47500.0,1032300.0
2023T2,05 Canarias,2023,T2,783800.0,966100.0,179300.0,1929200.0
2023T2,06 Cantabria,2023,T2,227000.0,256100.00000000003,22300.0,505400.0
2023T2,07 Castilla y León,2023,T2,953600.0,1013500.0,102600.0,2069700.0
2023T2,08 Castilla - La Mancha,2023,T2,718200.0,900200.0,135900.0,1754300.0
2023T2,09 Cataluña,2023,T2,2569300.0,3737500.0,364200.0,6671000.0
2023T2,10 Comunitat Valenciana,2023,T2,1850300.0,2279000.0,320200.0,4449500.0
2023T2,11 Extremadura,2023,T2,399100.0,416500.0,86500.0,902100.0
2023T2,12 Galicia,2023,T2,1107700.0,1131700.0,117200.0,2356600.0
2023T2,"13 Madrid, Comunidad de",2023,T2,2132700.0,3361400.0,336700.0,5830800.0
2023T2,"14 Murcia, Región de",2023,T2,521500.0,667700.0,95100.0,1284300.0
2023T2,"15 Navarra, Comunidad Foral de",2023,T2,233500.0,300100.0,29300.0,562900.0
2023T2,16 País Vasco,2023,T2,813600.0,1000000.0,78900.0,1892500.0
2023T2,"17 Rioja, La",2023,T2,112600.0,148800.0,12500.0,273900.0
2023T2,18 Ceuta,2023,T2,23500.0,28800.0,11700.0,64000.0
2023T2,19 Melilla,2023,T2,30900.0,27000.0,8100.0,66000.0
2023T3,01 Andalucía,2023,T3,3062800.0,3390500.0,783500.0,7236800.0
2023T3,02 Aragón,2023,T3,478300.0,610100.0,53100.0,1141500.0
2023T3,"03 Asturias, Principado de",2023,T3,435500.0,395800.0,61200.0,892500.0
2023T3,"04 Balears, Illes",2023,T3,340900.0,655300.0,40700.0,1036900.0
2023T3,05 Canarias,2023,T3,787400.0,971800.0,172100.0,1931300.0
2023T3,06 Cantabria,2023,T3,224300.0,260600.00000000003,21700.0,506600.0
2023T3,07 Castilla y León,2023,T3,944300.0,1021000.0,108600.0,2073900.0
2023T3,08 Castilla - La Mancha,2023,T3,727000.0,909700.0,123800.0,1760500.0
2023T3,09 Cataluña,2023,T3,2548500.0,3808200.0,361800.0,6718500.0
2023T3,10 Comunitat Valenciana,2023,T3,1796200.0,2359800.0,318100.0,4474100.0
2023T3,11 Extremadura,2023,T3,395500.0,422500.0,84100.0,902100.0
2023T3,12 Galicia,2023,T3,1098600.0,1143300.0,118700.0,2360600.0
2023T3,"13 Madrid, Comunidad de",2023,T3,2162200.0,3320300.0,378900.0,5861400.0
2023T3,"14 Murcia, Región de",2023,T3,511300.0,674600.0,105600.0,1291500.0
2023T3,"15 Navarra, Comunidad Foral de",2023,T3,229900.0,303500.0,31600.0,565000.0
2023T3,16 País Vasco,2023,T3,811500.0,994200.0,93700.0,1899400.0
2023T3,"17 Rioja, La",2023,T3,110700.0,147900.0,16000.0,274600.0
2023T3,18 Ceuta,2023,T3,23200.0,28700.0,12500.0,64400.0
2023T3,19 Melilla,2023,T3,28200.0,28600.0,8900.0,65700.0
2023T4,01 Andalucía,2023,T4,3123300.0,3402300.0,727400.0,7253000.0
2023T4,02 Aragón,2023,T4,468900.0,620500.0,55200.0,1144600.0
2023T4,"03 Asturias, Principado de",2023,T4,446900.0,395700.0,52000.0,894600.0
2023T4,"04 Balears, Illes",2023,T4,407300.0,564200.0,70900.0,1042400.0
2023T4,05 Canarias,2023,T4,765600.0,986400.0,188700.0,1940700.0
2023T4,06 Cantabria,2023,T4,231200.0,256000.0,20400.0,507600.0
2023T4,07 Castilla y León,2023,T4,958000.0,1013200.0,107500.0,2078700.0
2023T4,08 Castilla - La Mancha,2023,T4,748000.0,900100.0,126600.0,1774700.0
2023T4,09 Cataluña,2023,T4,2567800.0,3800800.0,383300.0,6751900.0
2023T4,10 Comunitat Valenciana,2023,T4,1823800.0,2332900.0,346400.0,4503100.0
2023T4,11 Extremadura,2023,T4,403600.0,417800.0,80900.0,902300.0
2023T4,12 Galicia,2023,T4,1113600.0,1135900.0,114900.0,2364400.0
2023T4,"13 Madrid, Comunidad de",2023,T4,2166700.0,3361500.0,358700.0,5886900.0
2023T4,"14 Murcia, Región de",2023,T4,526800.0,678500.0,87800.0,1293100.0
2023T4,"15 Navarra, Comunidad Foral de",2023,T4,233500.0,302800.0,30900.0,567200.0
2023T4,16 País Vasco,2023,T4,815200.0,1024200.0,69800.0,1909200.0
2023T4,"17 Rioja, La",2023,T4,115300.0,144400.0,15500.0,275200.0
2023T4,18 Ceuta,2023,T4,26000.0,26300.0,12600.0,64900.0
2023T4,19 Melilla,2023,T4,29000.0,26100.0,11200.0,66300.0
